Name,NAICSCode,Phone,WebAddress,Address,PostalCode,BldgNo,UnitNo,Latitude,Longitude
Freshii,722512,905-286-9992,www.freshii.com,5955 Latimer Dr,L5V 0B7,,UnitNo 11A&11B,43.608329,-79.697765
Sizzlo'z,722511,905-814-8100,www.sizzlozcanada.com,5606 Tenth Line West,L5M 7L9,,UnitNo 1,43.558678,-79.741512
On-A-Bun,722512,905-272-5678,www.onabun.ca,3663 Mavis Rd,L5C 2Z2,,UnitNo 1D,43.57908,-79.64929
Potluck Restaurant,722512,905-565-2552,www.potluckrestaurant.ca,7070 Saint Barbara Blvd,L5W 0E6,,UnitNo 40,43.640008,-79.714801
Little Caesars,722512,905-565-6050,www.littlecaesars.ca,7070 Saint Barbara Blvd,L5W 0E6,,UnitNo 42,43.640008,-79.714801
Guru Lukshmi,722511,905-795-2299,www.gurulukshmi.com,7070 Saint Barbara Blvd,L5W 0E6,,UnitNo 44-50,43.640008,-79.714801
Wild Wing,722511,905-795-9464,www.wildwingrestaurants.com,7070 Saint Barbara Blvd,L5W 0E6,,UnitNo 52,43.640008,-79.714801
Goldenview Chinese Restaurant,722512,905-821-1313,www.goldenview.ca,6675 Falconer Dr,L5N 0C3,,UnitNo 4,43.60586,-79.72869
Tim Horton's,722512,905-824-7990,www.timhortons.com,3110 Argentia Rd,L5N 0B1,,,43.594162,-79.787352
Fairfield Inn & Suites by Marriott,721111,905-564-2030,www.mariott.com/fairfieldinn,35 Courtneypark Dr W,L5W 0E3,,,43.636126,-79.695461
High Zone,722410,905-232-8868,,720 Burnhamthorpe Rd W,L5C 3G1,Bldg 1,,43.578511,-79.652538
La Felicita Catering,722320,905-822-9922,www.lafelicita.ca,2351 Royal Windsor Dr,L5J 4S7,,UnitNo 9,43.50529,-79.63909
Pita & Grill,722512,905-602-5252,www.pitaandgrill.com,1275 Eglinton Ave E,L4W 2Z2,,UnitNo B,43.63415,-79.6238
Panago,722512,905-813-0906,www.panagostore.com,3030 Thomas St,L5M 0R4,,UnitNo 6,43.560294,-79.734366
Larriadda,722511,905-567-8555,www.bistronarra.com,3030 Thomas St,L5M 0R4,,UnitNo 4,43.560294,-79.734366
Starbucks,722512,905-821-7213,www.starbucks.ca,3030 Thomas St,L5M 0R4,,UnitNo 7 to 9,43.560294,-79.734366
Wings Up,722512,905-286-9464,www.wingsup.com,3030 Thomas St,L5M 0R4,,UnitNo 1,43.560294,-79.734366
Bubble Tease,722512,905-286-1600,www.bubbletease.com,5955 Latimer Dr,L5V 0B7,,UnitNo 11,43.608329,-79.697765
Freshly Squeezed,722512,647-738-6345,www.freshlysqueezed.ca,5100 Erin Mills Pky,L5M 4Z5,,UnitNo H12,43.5605,-79.70971
Orange Julius/Dairy Queen,722512,905-569-3888,www.dairyqueen.com,5100 Erin Mills Pky,L5M 4Z5,,UnitNo A7,43.5605,-79.70971
Purdy's,722512,905-608-8822,www.purdys.com,5100 Erin Mills Pky,L5M 4Z5,,UnitNo K4,43.5605,-79.70971
Slice One Pizza,722512,905-956-8600,www.sliceone.com,4025 Brandon Gate Dr,L4T 3Z9,,UnitNo 5,43.73287,-79.63488
Breakwater Restaurant,722511,905-891-6225,www.watersidein.ca,15 Stavebank Rd S,L5G 2T2,,,43.551359,-79.584536
Tim Hortons,722512,905-286-9780,www.timhortons.com,830 Bancroft Dr,L5V 2Y6,,,43.615943,-79.703873
Five Guys Burgers & Fries,722512,905-273-9993,www.fiveguys.ca,1510 Dundas St E,L4X 1L4,,UnitNo 11,43.612018,-79.580849
Moxie's Bar and Grill,722511,905-276-9643,www.moxies.ca,75 Annagem Blvd,L5T 2Y3,,,43.636349,-79.690335
Alt Hotel Toronto Airport,721111,905-362-4337,www.toronto.althotels.ca,6080 Viscount Rd,L4V 0A1,,,43.690038,-79.614523
Holiday Inn Express & Suites,721111,905-624-9500,www.ihg.com,5599 Ambler Dr,L4W 3Z1,,,43.64593,-79.6392
Studio.89,722512,647-400-0455,www.studio89.org,1065 Canadian Pl,L4W 0C2,,UnitNo 104,43.62733,-79.62735
La Bonita,722511,905-232-0915,,1065 Canadian Pl,L4W 0C2,,UnitNo 109,43.62733,-79.62735
Hot Wings Restaurant,722511,416-620-0888,www.hotwingsrestaurant.com,1055 Canadian Pl,L4W 0C2,,UnitNo 115,43.62711,-79.6279
Yogurty's Froyo,722512,905-997-0998,www.yogurtys.com,5636 Glen Erin Dr,L5M 6B1,Bldg 1,UnitNo 2B,43.566294,-79.729359
Fusia Asia Kitchen,722512,905-828-7088,,2200 Eglinton Ave W,L5M 2N1,,UnitNo N,43.560453,-79.704864
Dairy Queen,722512,905-567-5646,www.dairyqueen.com,5618 Tenth Line West,L5M 7L9,,UnitNo 1,43.559181,-79.742206
Little Caesars,722512,905-997-7975,www.littlecaesars.ca,128 Queen St S,L5M 1K8,,UnitNo 23,43.58279,-79.71702
Wrap-a-bite,722512,905-232-0343,,377 Burnhamthorpe Rd E,L5A 3Y1,,UnitNo 4,43.601814,-79.625545
Pho Lam,722511,905-896-8899,,60 Dundas St E,L5A 1W4,,UnitNo 5A,43.581689,-79.61476
A & W,722512,647-479-8212,www.aw.ca/,2930 Argentia Rd,L5N 8C5,,,43.59816,-79.77969
Harvey's,722512,905-612-7336,,6995 Rexwood Rd,L4V 1V5,,,43.71579,-79.626959
Booster Juice,722512,905-824-5000,www.boosterjuice.com,3160 Argentia Rd,L5N 0B1,,UnitNo 1,43.593477,-79.788302
La Prep,722512,905-282-9510,www.laprep.com,2325 Matheson Blvd E,L5W 5B3,,UnitNo 5,43.655379,-79.607162
Druxy's Famous Deli,722512,905-238-5222,www.druxys.com,5550 Explorer Dr,L4W 0C3,,UnitNo 100,43.65838,-79.60978
Tim Horton's,722512,905-270-2940,www.timhortons.com,1500 Dundas St E,L4X 1L4,,,43.612143,-79.580713
Subway,722512,905-897-8558,www.subway.ca,1510 Dundas St E,L4X 1L4,,UnitNo 5,43.612018,-79.580849
San Franceso Foods,722512,905-279-8325,www.sanfrancescomississauga.com,1510 Dundas St E,L4X 1L4,,UnitNo 4,43.612018,-79.580849
Thai Express,722512,905-949-2121,www.thaiexpress.ca,1510 Dundas St E,L4X 1L4,,UnitNo 3,43.612018,-79.580849
Sunset Grill,722511,905-277-7677,www.sunsetgrill.ca,1510 Dundas St E,L4X 1L4,,UnitNo 1,43.612018,-79.580849
Paradise Café,722512,416-725-5421,www.paradisecafe.ca,5925 Airport Rd,L4V 1W1,,UnitNo 120,43.685998,-79.610002
Lazeez Shawarma & Mediterranean Grill,722310,905-567-7022,www.lazeezshawarma.com,3160 Argentia Rd,L5N 0B1,,UnitNo 5,43.593477,-79.788302
Pumpernickels,722512,905-813-4218,www.pumpernickels.ca,2200 Eglinton Ave W,L5M 2N1,,UnitNo E,43.560453,-79.704864
Real Fruit Bubble Tea,722512,647-802-8129,www.realfruitbubbletea.com,1151 Dundas St W,L5C 1C6,,UnitNo 20,43.55655,-79.64458
Old Bagel House,722511,905-891-9696,www.oldbagelhouse.com,235 Lakeshore Rd E,L5G 1G8,,,43.559299,-79.577456
Maple Leaf Diner,722512,416-776-0496,,1 PIA,L5P 1B2,,,43.586162,-79.646215
Subway,722512,905-282-0733,www.subway.com,5019 Spectrum Way,L4W 0E3,,UnitNo A5,43.649134,-79.607136
Teriyaki Experience,722512,905-282-0550,,5019 Spectrum Way,L4W 0E3,,UnitNo A2,43.649134,-79.607136
Burrito Boyz,722512,905-608-2699,www.burritoboyz.ca,3100 Winston Churchill Blvd,L5L 2V7,Bldg 1,UnitNo 9,43.525028,-79.684856
Union Burger,722512,905-276-4695,www.ubburger.com,4188 Living Arts Dr,L5B 0H7,,UnitNo 1,43.590178,-79.648064
Starbucks,722512,905-949-6816,www.starbucks.ca,1560 Dundas St E,L4X 1L4,,UnitNo 1,43.612964,-79.579826
Quesada Burritos & Tacos,722512,905-276-0002,www.quesada.com,1560 Dundas St E,L4X 1L4,,UnitNo 4,43.612964,-79.579826
The Keg Steakhouse and Bar,722511,905-502-0002,www.kegsteakhouse.com,670 Matheson Blvd W,L5R 3T2,,,43.60903,-79.689305
3 Castelos Grill House/Vilamor Cafa,722512,905-277-1200,,1030 Dundas St E,L4Y 2B8,,,43.601897,-79.592091
Super 8,721111,905-565-2565,www.super8.com,6625 Kennedy Rd,L5T 2W4,,,43.647068,-79.683517
Apollo Convention Centre,722310,905-670-8009,www.apolloconventioncentre.com,6591 Innovator Dr,L5T 2V8,,,43.645034,-79.687662
Galito's,722512,905-232-0252,www.galitoschicken.com,5200 Dixie Rd,L4W 1E4,,UnitNo 56,43.639767,-79.626441
Little Caesars,722512,905-785-3131,www.caesars.ca,3055 Argentia Rd,L5N 8E1,,UnitNo 4,43.593855,-79.787777
Buffalo Wild Wings,722512,905-824-6999,www.buffalowildwings.com/en-CA/,3015 Argentia Rd,L5N 8P7,,,43.595928,-79.78582
Porta Via,722512,905-826-2842,www.myportavia.com,7145 West Credit Ave,L5N 6J7,Bldg 2,UnitNo 103,43.60916,-79.75523
Escape to the Caribbean,722512,905-776-0496,,1 PIA,L5P 1B2,,,43.586162,-79.646215
Plaza Premium Lounge,722410,416-776-2655,www.plaza-network.com,3 PIA,L5P 1B2,,,43.586162,-79.646215
All Stars Wings,722511,905-232-9004,,4098 Confederation Pky,L5B 0G4,,,43.587122,-79.647705
Starbucks,722512,905-897-3073,www.starbucks.ca,4076 Confederation Pky,L5B 0G4,,,43.586625,-79.647025
Osmows Grill,722512,905-232-8800,www.osmows.com,4188 Living Arts Dr,L5B 0H7,,UnitNo 4,43.590178,-79.648064
Cha Me Cha,722512,,,4188 Living Arts Dr,L5B 0H7,,UnitNo 9,43.590178,-79.648064
Starbucks,722512,905-507-0561,www.starbucks.ca,5029 Hurontario St,L4Z 3X7,Bldg 2,UnitNo 1,43.607486,-79.653809
Pumpernickels Deli & Catering,722512,289-521-8889,www.pumpernickels.ca,1 Robert Speck Pky,L4Z 0A2,,UnitNo 105,43.596699,-79.637851
Sunrise Caribbean Restaurant,722511,905-602-5550,www.sunrisecaribbean.com,4141 Dixie Rd,L4W 1V5,,UnitNo 214,43.624945,-79.6057
Wild Wing,722511,289-521-2445,www.wildwingrestaurants.com,4141 Dixie Rd,L4W 1V5,,UnitNo 212,43.624945,-79.6057
Palma Pasta Italian Food Shop,722512,905-820-7900,www.palmapasta.com,4099 Erin Mills Pky,L5L 3P9,,UnitNo 18,43.549861,-79.688087
Hero Certified Burgers,722512,905-608-8999,www.heroburgers.com,2690 Erin Centre Blvd,L5M 5P5,,UnitNo A8,43.558254,-79.716838
Afghan Kitchen,722511,905-277-1600,,157 Dundas St E,L5A 1W8,,UnitNo 5,43.583734,-79.612387
Thai Express,722512,905-615-8424,www.thaiexpress.com,3077 Mavis Rd,L5C 1T7,,UnitNo 3,43.567646,-79.635276
HMS Host,722512,416-776-3100,www.hmshost.com,1 PIA,L5P 1B2,,,43.586162,-79.646215
Dairy King,722512,905-278-5743,www.dairyking.ca,341 Lakeshore Rd E,L5G 1E7,,,43.562643,-79.573902
Saucy,722511,647-549-5229,,231 Lakeshore Rd E,L5G 1G8,,,43.559235,-79.577524
Nando's,722512,905-238-7448,www.nandoscanada.com,5101 Dixie Rd,L4W 0E6,,UnitNo 2,43.63758,-79.623149
Chipotle Mexican Grill,722512,905-629-2770,,5089 Dixie Rd,L4W 0E6,,UnitNo B1,43.637191,-79.62262
Hakka Legend Asian Cuisine,722511,905-542-9888,www.hakkalegend.com,6415 Erin Mills Pky,L5N 4H4,Bldg B,UnitNo 1,43.587493,-79.742129
My Delish,722512,905-270-9892,,1550 South Gateway Rd,L4W 5G6,,UnitNo 6A,43.632553,-79.614712
Mario San Francesco Catering and Event Company,722320,905-238-3278,www.mariosanfran.com,1275 Eglinton Ave E,L4W 2Z2,,UnitNo 61,43.63415,-79.6238
Tim Horton's,722512,416-776-2659,www.timhortons.com,3 PIA,L5P 1B2,,,43.586162,-79.646215
Tim Horton's,722512,416-776-2657,www.timhortons.com,3 PIA,L5P 1B2,,,43.586162,-79.646215
Freshii,722512,416-247-7678,www.freshii.com,3 PIA,L5P 1B2,,,43.586162,-79.646215
Rock Squeeze,722512,416-776-2427,,1 PIA,L5P 1B2,,,43.586162,-79.646215
Booster Juice,722512,905-671-0010,www.boosterjuice.com,1 PIA,L5P 1B2,,,43.586162,-79.646215
Booster Juice,722512,905-672-8484,www.boosterjuice.com,1 PIA,L5P 1B2,,,43.586162,-79.646215
Tim Hortons,722512,416-776-2865,www.starbucks.ca,1 PIA,L5P 1B2,,,43.586162,-79.646215
Al Shamas Food Products,722320,647-780-0450,www.alshamasfoodproducts.ca,2244 Drew Rd,L5S 1B1,,UnitNo 3,43.69504,-79.664098
Jerk & BBQ Haven,722512,905-890-4545,www.jerkbbqhaven.com,488 Eglinton Ave W,L5R 0G2,,UnitNo 20,43.597866,-79.662796
Tim Hortons,722512,905-822-3770,www.timhortons.com,1212 Southdown Rd,L5J 2Z2,,,43.51493,-79.63606
Popeye's Louisiana Kitchen,722512,905-281-3500,www.popeyeschicken.ca,325 Central Pky W,L5B 3X9,Bldg 1,UnitNo 7,43.582462,-79.637382
Pita Pit,722512,905-916-7482,www.pitapit.ca,2400 Dundas St W,L5K 2R8,Bldg 1,UnitNo 19,43.528954,-79.674939
Easy Drink Easy Go,722512,905-232-2002,www.easydrinkeasygo.com,2500 Hurontario St,L5B 1N4,,UnitNo 2,43.577985,-79.613201
Continental Grand Buffet,722410,905-212-1255,,4141 Dixie Rd,L4W 1V5,,UnitNo 18,43.624945,-79.6057
Real Fruit Bubble Tea,722512,,,4141 Dixie Rd,L4W 3X3,,,43.624945,-79.6057
Dairy Queen,722512,905-566-8222,www.dairyqueen.com,915 Rathburn Rd E,L4W 4C3,,UnitNo B2A,43.61579,-79.61725
Trish Juice,722512,905-677-9696,www.trishjuice.com,2430 Lucknow Dr,L5S 1V3,,UnitNo 19,43.694454,-79.656869
Foodie North,722511,905-277-8989,www.foodienorth.com,325 Central Pky W,L5B 3X9,Bldg 1,,43.582462,-79.637382
Courtyard Marriot Toronto/Mississauga West,721111,905-670-1947,www.marriot.com/yyzmd,290 Derry Rd W,L5W 1N6,,,43.639803,-79.713138
Burger King,722512,905-624-1786,,1022 Eglinton Ave E,L4W 1K4,,,43.62789,-79.62884
Tim Hortons,722512,905-607-0880,www.timhortons.com,3255 Dundas St W,L5L 5V7,Bldg 1,,43.517314,-79.687712
Wahlburgers,722512,416-776-2576,,1 PIA,L5P 1B2,,,43.586162,-79.646215
Sunset Grill,722511,905-625-4881,www.sunsetgrill.ca,5089 Dixie Rd,L4W 0E6,,UnitNo A,43.637191,-79.62262
Popeye's Louisiana Kitchen,722511,905-212-9800,www.popeye's.ca,5101 Dixie Rd,L4W 0E6,,UnitNo 1,43.63758,-79.623149
Osmow's,722512,905-625-7799,www.osmows.ca,5083 Dixie Rd,L4W 1C9,,UnitNo 1,43.63762,-79.62233
Mr. Greek,722512,905-238-6111,,5083 Dixie Rd,L4W 1C9,,UnitNo 2,43.63762,-79.62233
Booster Juice,722512,905-629-9299,,5083 Dixie Rd,L4W 1C9,,UnitNo 5,43.63762,-79.62233
Zoup,722511,905-602-9687,www.zoup.com,5083 Dixie Rd,L4W 0E6,,,43.637301,-79.622769
Burrito Boyz,722512,289-521-2699,www.burritoboyz.com,5130 Dixie Rd,L4W 4K2,Bldg 2,UnitNo 15,43.63674,-79.62335
Pita Pit,722511,905-990-7482,www.pitapit.ca,125 Lakeshore Rd E,L5G 1E5,,,43.554444,-79.582636
Jamie Oliver,722511,905-766-9090,,100 City Centre Dr,L5B 2C9,,"UnitNo J6, K8, J8",43.59333,-79.64223
Alf Hana Shawarma Hut,722512,289-997-7665,,6040 Glen Erin Dr,L5N 3M4,,UnitNo 4,43.57498,-79.738672
Green Grotto (Grand Park) inc.,722511,905-276-0909,www.greengrotto.ca,3920 Grand Park Dr,L5B 4M6,,UnitNo D-8,43.580233,-79.646775
Bendoor,722512,905-671-0500,,7205 Goreway Dr,L4T 2T9,,UnitNo 2A-07,43.718806,-79.638786
The Himalaya,722511,905-612-9867,www.thehimalayarestaurant.ca,7205 Goreway Dr,L4T 2T9,,UnitNo 2A-17,43.718806,-79.638786
Punjabi Food Korner,722512,905-405-0805,,7205 Goreway Dr,L4T 2T9,,UnitNo 1D02,43.718806,-79.638786
Dundun's Kitchen,722512,905-672-8181,,7205 Goreway Dr,L4T 2T9,,UnitNo 1D15,43.718806,-79.638786
Cafe N Paan,722512,647-546-7226,,7205 Goreway Dr,L4T 2T9,,UnitNo 1D18,43.718806,-79.638786
Tim Hortons,722512,905-271-8467,www.timhortons.com,150 Lakeshore Rd E,L5G 1E9,Bldg 1,,43.555936,-79.581027
Quik Chik,722512,905-896-7861,www.quikchik.ca,1476 Dundas St E,L4X 1L4,,UnitNo 3,43.611317,-79.581611
Chop Steakhouse and Grill,722511,905-812-2467,www.chop.ca,2001 Argentia Rd,L5N 2L3,,,43.600557,-79.740749
Pizzaville,722512,416-736-3636,,1476 Dundas St E,L4X 1L4,,UnitNo 4,43.611317,-79.581611
On The Bun Burgers,722512,905-281-4440,,5030 Maingate Dr,L4W 1N5,,UnitNo 11,43.630253,-79.627305
Kailash Parbat,722512,905-593-4400,,1200 Derry Rd E,L5T 1B6,,UnitNo 1&2,43.66918,-79.680649
Starbucks,722512,905-896-0408,www.starbucks.ca,100 City Centre Dr,L5B 2C9,,UnitNo L2,43.59333,-79.64223
Richtree Natural Market Restaurant,722511,905-272-1010,,100 City Centre Dr,L5B 2C9,,UnitNo 1-710,43.59333,-79.64223
Chatime,722512,905-281-8889,,100 City Centre Dr,L5B 2C9,,,43.59333,-79.64223
Popeyes,722512,905-612-3500,www.popeyeschicken.ca,7080 Saint Barbara Blvd,L5W 0E6,,UnitNo 2,43.639816,-79.714538
Tim Hortons,722512,905-804-1764,www.timhortons.com,325 Central Pky W,L5B 3X9,,,43.582462,-79.637382
Port Credit Social House,722511,647-977-7989,,1 Port St E,L5G 4N1,,,43.551829,-79.583552
George's Greek Grill,722512,905-232-8555,www.georgesgreekgrill.ca,622 Bloor St,L5A 3V9,,,43.599218,-79.61241
Aunty's Kitchen,722512,905-567-6696,www.auntyskitchen.ca,6039 Erin Mills Pky,L5N 0G5,,,43.579104,-79.733947
Pumpernickels ,722512,416-863-9880,www.pumpernickels.com,5027 Spectrum Way,L4W5N6,,,43.649243,-79.607328
Nando's,722512,905-565-1650,,90 Annagem Blvd,L5T 2Y3,,,43.6369,-79.689714
Starbucks,722512,647-539-2817,www.starbucks.ca,30 World Dr,L5T 3A2,,,43.633914,-79.688508
Tsuiiri,722512,905-232-9388,,100 City Centre Dr,L5B 2C9,,UnitNo 1728,43.59333,-79.64223
Old Town Bar and Grill,722511,905-822-0202,www.clarkson-bargrill.com,980 Southdown Rd,L5J 2Y4,,,43.51019,-79.628945
Lola's Food Inc.,722310,647-224-3929,www.lolasfoodinc.com,3490 Laird Rd,L5L 5Y4,,UnitNo 9,43.516188,-79.696952
Organic Kids Catering,722320,905-497-5437,www.organickidscatering.com,505 Queensway E,L5A 4B4,,,43.585324,-79.595059
Pizza Pop,722512,905-828-0985,www.pizzapop.ca,3075 Ridgeway Dr,L5L 5M6,,UnitNo 28,43.518498,-79.689901
Starbucks,722512,905-828-0008,,3163 Winston Churchill Blvd,L5L 2W1,Bldg 1,,43.52586,-79.685777
Satan Kabob Land of Afghan Grill,722512,905-820-2661,,2661 Dundas St W,L5K 1R9,,,43.523672,-79.680871
Kandahar Bazaar Halal Meat & Grocers / Afghan Grill,722512,905-826-2424,www.kandaharbazaar.ca,2275 Britannia Rd W,L5M 2G6,,,43.582847,-79.728531
Blackstone Steakhouse and Grill,722512,905-542-0508,,6415 Erin Mills Pky,L5N 4H4,,UnitNo 0,43.587493,-79.742129
Sahtain Shawarma,722512,905-567-6373,www.sahtainshawarma.com,6435 Erin Mills Pky,L5N 4H4,,,43.587055,-79.742279
Chucks Roadhouse Bar and Grill,722512,905-816-0371,www.chucksroadhouse.com,6465 Millcreek Dr,L5N 5R3,,,43.590403,-79.741973
Mary Brown's Chicken & Taters Inc.,722512,905-567-6660,www.marybrowns.com,6039 Erin Mills Pky,L5N 0G5,,UnitNo 8,43.579104,-79.733947
Bella's Inasal,722512,289-521-7088,,848 Burnhamthorpe Rd W,L5C 2S3,,,43.57572,-79.65539
Petra Express,722512,905-909-4444,www.petrarestaurant.ca,1100 Burnhamthorpe Rd W,L5C 4G4,,,43.570163,-79.662094
Mr. Gao Chinese Restaurant,722512,905-766-1882,www.mrgaomississauga.com,1170 Burnhamthorpe Rd W,L5C 4E6,,UnitNo 18&19,43.568897,-79.663568
Dagu Rice Noodle,722512,905-276-6768,,1177 Central Pky W,L5C 4P3,,UnitNo 1 to 3,43.567051,-79.66125
Hallmark Group,722310,905-625-1570,www.hallmarkdesignbuild.com,5045 Orbitor Dr,L4W 4Y4,,UnitNo B7-201,43.656576,-79.599834
Shawarma & Grill Kababna,722512,905-290-0600,,3443 Wolfedale Rd,L5C 1V8,,,43.571667,-79.648469
Tim Hortons,722512,905-821-3755,,6925 Century Ave,L5N 7K2,,,43.60283,-79.75054
T & T,722512,905-785-8928,,3050 Argentia Rd,L5N 8E1,,,43.596154,-79.785372
Eighty One Catering Co.,722310,905-812-8181,www.81catering.com,2895 Argentia Rd,L5N 8G6,,UnitNo 3,43.599254,-79.778746
Chatpatta Chowk,722512,905-405-1100,www.chadpatteachowk.ca,7454 Airport Rd,L4T 2H5,,,43.712748,-79.654686
J & F Seafoods Corp.,722320,905-677-7977,www.j&fseafoods.com,7389 Kimbel St,L4T 3M6,,UnitNo 2&3,43.702765,-79.661378
Café One Fifty,722512,905-542-9430,www.cafeonefifty.ca,1900 Minnesota Crt,L5N 3C9,,UnitNo 124,43.6036,-79.74159
Galito’s,722512,905-896-7373,www.galitoschicken.com,731 Central Pkwy W,L5B 4L1,,UnitNo 2,43.576244,-79.644586
The Halal Guys,722512,905-501-0150,www.thehalalguys.com,6045 Mavis Rd,L5R 4G6,,UnitNo 6,43.612883,-79.696722
Chako,722512,905-670-5585,,98 Courtneypark Dr E,L5T 2Y3,,,43.638469,-79.692774
Kwality Grand Indian Buffet,722511,905-670-1880,www.kwalitysweets.com,90 Courtneypark Dr E,L5T 2Y3,,UnitNo 1,43.637914,-79.693293
Alpanini Cafe Bistro,722512,905-795-0801,,1365 Davand Dr,L5T 2J5,,UnitNo 22,43.58827,-79.56397
Sushi Gourmet Catering Inc.,722320,905-696-6828,,6660 Kennedy Rd,L5T 2M9,,UnitNo 10,43.649201,-79.686414
Cafe Eighty Eight,722512,289-521-8885,,160 Traders Blvd E,L4Z 3K7,,UnitNo 120,43.62562,-79.67013
St. Louis Bar and Grill,722512,905-565-7575,www.stlouiswings.com,29 Aventura Crt,L5T 3A1,,,43.646021,-79.703147
King Cole Kitchens,722310,905-670-5388,,1039 Mid-Way Blvd,L5T 2C1,,,43.66093,-79.67423
Samara Kitchen,722512,647-772-3130,,6033 Shawson Dr,L5T 1H8,,UnitNo 13,43.648883,-79.655926
Hero Certified Burgers,722512,905-670-7010,www.heroburgers.com,6125 Ordan Dr,L5T 1A6,,,43.656226,-79.652457
Bhogi-House of Biryani & Pulao,722511,905-766-0150,www.bhogi.ca,5977 Dixie Rd,L4W 1E8,,,43.654903,-79.646822
DoubleTree by Hilton,721111,905-624-1144,www.doubletreetorontowesthotel.com,5444 Dixie Rd,L4W 2L2,,,43.644006,-79.632254
Freshii,722512,905-602-6166,,5083 Dixie Rd,L4W 0E6,,,43.637301,-79.622769
Thai Express,722512,905-629-9966,,5083 Dixie Rd,L4W 1C9,,UnitNo 70,43.63762,-79.62233
Mandilicious,722512,905-212-9993,www.mandilicious.ca,5120 Dixie Rd,L4W 4J7,,UnitNo 1,43.63672,-79.62332
Samaka Mediterranean Seafood,722511,905-232-2992,www.samaka-mediterranean-seafood.https://samaka-mediterranean-seafood.business.site/,5120 Dixie Rd,L4W 4J7,,UnitNo 2,43.63672,-79.62332
Khan’s Pizza ,722512,905-671-9200,www.grabapizzarestaurant.com,2985 Drew Rd,L4T 0A5,,UnitNo 137,43.710676,-79.652972
TSB 2000,722512,905-949-1103,,77 City Centre Dr,L5B 1M5,,UnitNo 102,43.592516,-79.638803
Panago Pizza,722512,905-276-9222,www.panago.com,4058 Confederation Pky,L5B 0G4,,,43.58622,-79.64647
Pizza Nova,722512,416-439-0000,,4026 Confederation Pky,L5B 0G4,,UnitNo 425,43.585698,-79.645751
Starbucks Coffee,722512,905-897-3073,,4076 Confederation Pky,L5B 0G4,,,43.586625,-79.647025
JavaStop,722512,905-624-3732,,995 Eglinton Ave E,L4W 4H3,,,43.626573,-79.630935
Su&Bu,722512,289-521-7828,,100 City Centre Dr,L5B 2C9,,,43.59333,-79.64223
Porchetta Roll,722512,905-212-9393,,4120 Dixie Rd,L4W 4V8,,UnitNo 2,43.624785,-79.605766
Afandina Cafe,722511,905-285-0999,,6900 Millcreek Dr,L5N 6C1,,UnitNo 1,43.59495,-79.75546
Meet Noodles Restaurant,722512,905-916-8666,,1900 Fowler Dr,L5K 0A1,,UnitNo D103,43.528058,-79.651634
Doris Bistro and Cafe,722512,905-607-8311,,2300 Eglinton Ave W,L5M 2V8,,,43.559312,-79.70607
Mac s Sushi,722512,905-369-0048,,5100 Erin Mills Pky,L5M 4Z5,,UnitNo F2,43.5605,-79.70971
Lisbon Chicken,722511,416-903-3504,,801 Matheson Blvd W,L5V 2N6,,UnitNo 16,43.60737,-79.691196
Tim Hortons,722512,905-275-2519,,632 Burnhamthorpe Rd W,L5B 2C4,,,43.57956,-79.65058
Grillcity,722512,289-334-3380,,800 Boyer Blvd,L5V 2Y1,,,43.613834,-79.698901
The Chopped Leaf,722512,905-812-5323,www.choppedleaf.ca,800 Boyer Blvd,L5V 2Y1,,UnitNo 7,43.613834,-79.698901
Jollibee,722512,289-203-4555,,800 Boyer Blvd,L5V 2Y1,,,43.613834,-79.698901
Grill 1Na Chill,722512,905-567-3343,,812 Britannia Rd W,L5V 0A6,,UnitNo 104,43.610317,-79.697638
Kolkata Club,722511,905-507-0000,www.kolkataclub.ca,488 Eglinton Ave W,L5R 0G2,,UnitNo 22,43.597866,-79.662796
A&W,722512,647-812-7700,www.aw.ca,1250 South Service Rd,L5E 1V4,,UnitNo 74,43.594349,-79.570982
Organique Juice Bar,722512,905-997-9177,www.organiquejuicebar.com,154 Queen St S,L5M 2P4,,UnitNo 106,43.582579,-79.714924
Tokyo Cheescake Cafe,722512,905-896-7888,,257 Dundas St E,L5A 1W8,,,43.585683,-79.610141
Grill It Up,722512,905-828-9988,,5100 Erin Mills Pky,L5M 4Z5,,,43.5605,-79.70971
Tim Hortons,722512,905-569-8700,www.timhortons.com,5100 Erin Mills Pky,L5M 4Z5,,UnitNo B206,43.5605,-79.70971
Love Me Sweet,722512,289-521-1800,,100 City Centre Dr,L5B 2C9,,,43.59333,-79.64223
Starbucks,722512,647-289-5946,www.starbucks.com,5100 Erin Mills Pky,L5M 4Z5,,,43.5605,-79.70971
Auntie Annie’s Pretzel,722512,905-848-8846,,100 City Centre Dr,L5B 2C9,,,43.59333,-79.64223
Moga’s Pizza,722512,905-672-6868,www.mogaspizza.ca,7205 Goreway Dr,L4T 2T9,,,43.718806,-79.638786
Sora Fishmarket & Take-out Sushi,722512,905-270-0101,,325 Central Pky W,L5B 3X9,,UnitNo 41,43.582462,-79.637382
Fifth Avenue,722512,905-232-0288,www.fifthavenueeatryandcoffee.com,1 City Centre Dr,L5B 1M2,,,43.59524,-79.640746
Popeyes,722512,905-281-3500,www.popeyeschicken.ca,55 Square One Dr,L5B 0E2,,,43.596569,-79.642124
